"TEP_ID","TEP_Area","TEP_NAME","TEP_Village","TEP_Address","TEP_Phone","TEP_God","TEP_Class","TEP_BuildTime","TEP_ReBuildTime","TEP_FestivalDate","twd97X","twd97Y","wgs84aX","wgs84aY"
"43B8252B-ED7D-4634-B73E-23A0901CECCD","板橋區","迪毅堂","流芳里","新北市板橋區流芳里館前西路92號","29677397","徐元帥","道教","民國9","0","2014-07-26 00:00:00.0","296167.73","2766664.57","121.457401931525","25.0073048534477"
"0D5C5556-3487-4841-9E13-23A316E5B981","石碇區","無極靈天宮","格頭里","新北市石碇區格頭里荖寮20號","26651996","靈山王母娘娘","道教","民國77","","null","313021.75","2759447.07","121.624045771064","24.9415389867283"
"943B65B8-06D2-47ED-857A-2411728B3EA8","三重區","天后宮","","新北市三重區福德南路152號","29758453","天上聖母","道教","民國44","民國76年","2015-03-23 00:00:00.0","300512.55","2772310.02","121.50065326902","25.0581333580635"
"70AF0C5E-11C5-47F9-949E-248EF5AD0DD2","三重區","洞水宮","","新北市三重區文化北路87巷8號","29735856","諸府千歲","道教","民國46","民國72年","2014-09-01 00:00:00.0","300295.75","2773341.78","121.498542234783","25.0674552883652"
"B06653DD-20AD-4E6B-929F-2507B49A2743","汐止區","終南洞三聖宮","","新北市汐止區民權街一段1巷12弄1號","26405279","孚佑帝君","道教","民國25","民國76年","2014-05-18 00:00:00.0","312830.47","2771842.37","121.622715420457","25.0534498380806"
"C0E28336-0BFA-4976-BDE6-2589FAEED51C","土城區","財團法人新北市頂埔妙覺禪寺","","新北市土城區大暖坑14號","22681149","三寶佛","佛教","民國69","民國93年","2016-01-01 00:00:00.0","292309.27","2760571.37","121.418989029147","24.952407143469"
"C0E28336-0BFA-4976-BDE6-2589FAEED51C","土城區","財團法人新北市頂埔妙覺禪寺","","新北市土城區大暖坑14號","22681149","三寶佛","佛教","民國69","民國93年","2016-07-08 00:00:00.0","292309.27","2760571.37","121.418989029147","24.952407143469"
"AAD583EB-244C-4E6D-BAD1-263B136E81D3","八里區","無極宮","","新北市八里區牛寮埔11號之3","26102254","西王金母","道教","民國57","民國68年","2015-07-18 00:00:00.0","293577.71","2781636.18","121.43221633292","25.1425457891014"
"AFF3441D-2785-4944-AFD0-27103055B1E7","深坑區","玉旨無極慈母宮","","新北市深坑區王軍寮7-5號","26647598","驪山老母","道教","民國90","0","2014-06-13 00:00:00.0","312226.8","2764177.44","121.616387150248","24.9842770794633"
"56404025-EB68-45D1-9212-2751704F7D2A","石碇區","聖興宮","永定里","新北市石碇區永定里大湖格23號","26633675","保儀尊王","道教","民國90","","null","320285.23","2766969.42","121.696347470274","25.0091303073775"
"049B198F-9CAD-4C66-9E0B-27640DAB45F7","淡水區","祈福保生宮","義山里","新北市淡水區義山里下圭柔山28-1號","26214589","保生大帝","道教","民前62","民國61年","2014-03-14 00:00:00.0","296155.5","2788502.86","121.458014547045","25.2044605966445"
"049B198F-9CAD-4C66-9E0B-27640DAB45F7","淡水區","祈福保生宮","義山里","新北市淡水區義山里下圭柔山28-1號","26214589","保生大帝","道教","民前62","民國61年","2014-06-07 00:00:00.0","296155.5","2788502.86","121.458014547045","25.2044605966445"
"12CD0B7D-91C1-4066-9FDB-27AC3C769E14","石碇區","靈山禪林寺","永定里","新北市石碇區永定里藤寮坑2號 (暫厝:新北市石碇區大溪墘109號)","26632178","釋迦牟尼佛","佛教","民國80","0","2015-04-08 00:00:00.0","296968","2767206","121.465348676","25.0121683607"
"12CD0B7D-91C1-4066-9FDB-27AC3C769E14","石碇區","靈山禪林寺","永定里","新北市石碇區永定里藤寮坑2號 (暫厝:新北市石碇區大溪墘109號)","26632178","釋迦牟尼佛","佛教","民國80","0","2015-07-15 00:00:00.0","296968","2767206","121.465348676","25.0121683607"
"B5115213-56BA-4033-B141-27FEF14BF936","中和區","埤仔頭福德宮","外南里","新北市中和區外南里南山路236之1號","89410077","福德正神","道教","光緒0","民國89年","2014-02-02 00:00:00.0","301150.89","2764733.13","121.506699030608","24.9897077288838"
"B5115213-56BA-4033-B141-27FEF14BF936","中和區","埤仔頭福德宮","外南里","新北市中和區外南里南山路236之1號","89410077","福德正神","道教","光緒0","民國89年","2015-08-02 00:00:00.0","301150.89","2764733.13","121.506699030608","24.9897077288838"
"34DF59C0-7625-476B-948D-2838C1C0B74E","新店區","覺圓寺","","新北市新店區成功路43號","26668862","釋迦牟尼佛","佛教","民國80","0","2015-02-19 00:00:00.0","304644.9","2754733.27","121.540915020447","24.8993066926347"
"34DF59C0-7625-476B-948D-2838C1C0B74E","新店區","覺圓寺","","新北市新店區成功路43號","26668862","釋迦牟尼佛","佛教","民國80","0","2015-04-08 00:00:00.0","304644.9","2754733.27","121.540915020447","24.8993066926347"
"34DF59C0-7625-476B-948D-2838C1C0B74E","新店區","覺圓寺","","新北市新店區成功路43號","26668862","釋迦牟尼佛","佛教","民國80","0","2015-06-15 00:00:00.0","304644.9","2754733.27","121.540915020447","24.8993066926347"
"34DF59C0-7625-476B-948D-2838C1C0B74E","新店區","覺圓寺","","新北市新店區成功路43號","26668862","釋迦牟尼佛","佛教","民國80","0","2015-09-19 00:00:00.0","304644.9","2754733.27","121.540915020447","24.8993066926347"
"06F7CD6D-AA9B-442E-8F21-283F1A28A13A","萬里區","正覺寺","","新北市萬里區達天13之1號","24929033","釋迦牟尼佛","佛教","民國88","0","2015-01-20 00:00:00.0","314185.47","2785984.65","121.636805501179","25.1810648744842"
"4C83429C-F2EC-46A5-92B3-28A522B47CBD","平溪區","三聖宮","","新北市平溪區靜安路二段274巷6號","24951242","保儀大夫","道教","民國59","民國66年","2015-01-15 00:00:00.0","323545.28","2768469.83","121.728724217273","25.0225206691525"
"4C83429C-F2EC-46A5-92B3-28A522B47CBD","平溪區","三聖宮","","新北市平溪區靜安路二段274巷6號","24951242","保儀大夫","道教","民國59","民國66年","2015-05-10 00:00:00.0","323545.28","2768469.83","121.728724217273","25.0225206691525"
"158B8596-63C0-4566-82C8-28B90282D386","雙溪區","慈安宮","","新北市雙溪區三港7號","24931816","天上聖母","道教","民前70","民國55年","2015-03-23 00:00:00.0","338802.97","2771930.25","121.880115305033","25.0529409598632"
"158B8596-63C0-4566-82C8-28B90282D386","雙溪區","慈安宮","","新北市雙溪區三港7號","24931816","天上聖母","道教","民前70","民國55年","2015-07-15 00:00:00.0","338802.97","2771930.25","121.880115305033","25.0529409598632"
"158B8596-63C0-4566-82C8-28B90282D386","雙溪區","慈安宮","","新北市雙溪區三港7號","24931816","天上聖母","道教","民前70","民國55年","2015-09-24 00:00:00.0","338802.97","2771930.25","121.880115305033","25.0529409598632"
"71A097BA-B47A-4E1D-AC17-28F7D8395D7E","八里區","紫皇天乙真慶宮","","新北市八里區中華路二段165巷33號","26101739","真武大帝","道教","民國60","民國93年","2015-03-03 00:00:00.0","291405.75","2782317.68","121.410695282771","25.1487595955142"
"3A08ABCD-79C5-4393-899B-290F27FC570F","淡水區","法主宮","義山里","新北市淡水區義山里下圭柔山100之1號","26228530","張聖君","道教","民國60","0","2015-07-23 00:00:00.0","294153.66","2789213.9","121.438173210172","25.2109399459162"
"3A08ABCD-79C5-4393-899B-290F27FC570F","淡水區","法主宮","義山里","新北市淡水區義山里下圭柔山100之1號","26228530","張聖君","道教","民國60","0","2015-10-03 00:00:00.0","294153.66","2789213.9","121.438173210172","25.2109399459162"
"60896A2B-2668-4313-930E-294EE7D674E0","汐止區","聖德福龍廟","","新北市汐止區保新街147號","26486527","福德正神","道教","民國70","0","2015-02-02 00:00:00.0","319424.97","2773702.09","121.688164097614","25.0699503571946"
"D876F6E5-6C6F-4509-A3E8-29985DD67725","新店區","皇意宮","","新北市新店區灣潭路28-1號","29142364","西王金母","道教","民國65","0","2014-08-22 00:00:00.0","304468.98","2759142.13","121.539346821339","24.9391165504233"
"6E03066B-70EB-421A-96BD-29C93AB95D58","淡水區","太陽宮","義山里","新北市淡水區義山里下圭柔山106號","26228889","太陽星君","道教","民國78","0","2015-03-19 00:00:00.0","294670.75","2789061.6","121.443299590689","25.2095496650694"
"6E03066B-70EB-421A-96BD-29C93AB95D58","淡水區","太陽宮","義山里","新北市淡水區義山里下圭柔山106號","26228889","太陽星君","道教","民國78","0","2015-08-15 00:00:00.0","294670.75","2789061.6","121.443299590689","25.2095496650694"
"B6F06A6A-D2C9-4358-BC47-2A45CD15D4BB","萬里區","萬里德光佛堂","","新北市萬里區烏塗炭11號","24921811","明明上帝","一貫道","民國79","民國84年","2015-03-15 00:00:00.0","319496.54","2785669.35","121.689479516","25.1779824055"
"B6F06A6A-D2C9-4358-BC47-2A45CD15D4BB","萬里區","萬里德光佛堂","","新北市萬里區烏塗炭11號","24921811","明明上帝","一貫道","民國79","民國84年","2015-06-15 00:00:00.0","319496.54","2785669.35","121.689479516","25.1779824055"
"B6F06A6A-D2C9-4358-BC47-2A45CD15D4BB","萬里區","萬里德光佛堂","","新北市萬里區烏塗炭11號","24921811","明明上帝","一貫道","民國79","民國84年","2015-09-15 00:00:00.0","319496.54","2785669.35","121.689479516","25.1779824055"
